Date,Aceh,Bali,Banten,Bengkulu,DI Yogyakarta,DKI Jakarta,Gorontalo,Jambi,Jawa Barat,Jawa Tengah,Jawa Timur,Kalimantan Barat,Kalimantan Selatan,Kalimantan Tengah,Kalimantan Timur,Kalimantan Utara,Kepulauan Bangka Belitung,Kepulauan Riau,Lampung,Maluku Utara,Maluku,Nusa Tenggara Barat,Nusa Tenggara Timur,Papua Barat,Papua,Riau,Sulawesi Barat,Sulawesi Selatan,Sulawesi Tengah,Sulawesi Tenggara,Sulawesi Utara,Sumatera Barat,Sumatera Selatan,Sumatera Utara
01/10/2022,11440,11690,10720,10840,10610,10610,11060,10220,9860,10340,10380,11530,10370,11640,11110,12720,11740,11640,10200,12160,12750,10770,11110,12480,12280,11710,10390,9740,11180,11420,11950,10690,10750,10240
02/10/2022,11260,11690,11240,10840,10610,10350,11030,10260,9840,10340,10400,11530,10600,11600,11390,12630,11740,11640,10200,12290,12770,10780,10990,12240,12280,11680,10320,9740,11180,11370,12090,10570,10540,10250
03/10/2022,11380,11690,10590,10880,10610,10610,11120,10260,9740,10300,10290,11530,10320,11600,11560,12720,11740,11640,10290,12180,12820,11090,11050,12410,12280,11660,10320,9740,11180,11480,12130,10510,10480,10190
04/10/2022,11260,11690,10590,10840,10610,10610,11140,10260,9820,10300,10300,11530,10320,11600,11370,12720,11740,11640,10200,12160,12700,10920,11200,12080,12280,11620,10320,9650,11280,11390,11980,10710,10450,10180
05/10/2022,11260,11690,10590,10840,10570,10350,11010,10300,9820,10430,10280,11530,10370,11600,11360,12720,11690,11640,10210,12160,12820,10910,10990,11760,12210,11650,10320,9760,11280,11390,12130,10630,10600,10160
06/10/2022,11260,11690,10590,10840,10390,10610,10960,10260,9820,10320,10270,11540,10370,11530,11070,12720,11690,11640,10210,12180,12920,11030,11130,12090,12210,11660,10320,9770,11180,11370,12000,10530,10540,10310
07/10/2022,11260,11640,10610,10840,10390,10610,11000,10300,9850,10330,10280,11530,10360,11530,11740,12720,11690,11640,10200,12070,13060,10920,11340,12080,12210,11370,10390,9690,11180,11390,12000,10630,10540,10230
08/10/2022,11200,11640,10720,10800,10240,10610,11020,10300,9810,10390,10280,11530,10370,11730,10920,12720,11400,11640,10200,12070,12810,10970,11120,11470,12210,11660,10390,9760,11280,11270,12130,10600,10510,10250
09/10/2022,11260,11640,10720,10840,10570,10610,11020,10300,9860,10350,10230,11580,10370,11530,11480,12720,11740,11410,10140,12160,12970,10910,11290,12090,12210,11590,10320,9760,11180,11260,12130,10520,10510,10280
10/10/2022,11250,11640,10420,10840,10570,10730,11050,10300,9770,10430,10320,11530,10370,11530,11480,12720,11740,11640,10200,12180,12800,10980,11250,12080,12300,11590,10320,9730,11180,11270,12160,10490,10420,10250
11/10/2022,11250,11640,10480,10840,10430,10610,11050,10300,9780,10440,10340,11530,10370,11530,11430,12720,11740,11500,10200,12160,12790,10970,11170,12080,12300,11620,10320,9680,11180,11270,12140,10550,10510,10250
12/10/2022,11290,11690,10480,10840,10570,10610,11050,10300,9700,10410,10320,11530,10220,11530,11220,12720,11740,11640,10200,12360,12580,10840,11110,12080,12300,11660,10320,9700,11180,11340,11920,10580,10540,10190
13/10/2022,11250,11690,10480,10820,10570,10610,11180,10300,9650,10450,10300,11530,10370,11530,11240,12720,11740,11730,10280,12360,12820,10970,11360,12080,12250,11660,10320,9700,11180,11520,12200,10630,10540,10260
14/10/2022,11250,11690,10540,10840,10570,10610,11180,10300,9850,10380,10310,11530,10470,11530,10740,12720,11450,11730,10170,12400,12660,10970,11260,12080,12300,11630,10320,9740,11180,11320,12210,10620,10480,10260
15/10/2022,11280,11690,10550,10840,10390,10350,11230,10490,9780,10420,10240,11580,10460,11530,11370,12720,11740,11730,10220,12400,12790,10980,11290,12080,12300,11630,10390,9700,11210,11420,12200,10600,10480,10260
16/10/2022,11240,11850,10480,10840,10390,10350,11150,10490,9780,10370,10360,11530,10600,11530,11380,12720,11740,11730,10200,12360,12850,11080,11270,12100,12330,11830,10320,9700,11210,11390,12260,10610,10450,10240
17/10/2022,11280,11690,10480,10840,10390,10610,11180,10490,9780,10470,10280,11530,10420,11530,11630,12720,11740,11640,10270,12360,12920,11080,11260,12080,12300,11620,10390,9740,11210,11310,12200,10580,10480,10250
18/10/2022,11310,11360,10480,10840,10430,10610,11210,10580,9830,10440,10310,11530,10420,11530,11540,12720,11740,11640,10270,12360,12700,11130,11300,12090,12300,11720,10320,9610,11210,11400,12070,10500,10480,10240
19/10/2022,11270,11460,10480,10940,10230,10610,11200,10580,9870,10490,10330,11530,10380,11530,11570,12720,11740,11580,10230,12290,12870,11090,11350,12080,12300,11500,10320,9730,11210,11400,12200,10550,10350,10240
20/10/2022,11170,11360,10240,10940,10230,10610,11260,10580,9830,10420,10300,11530,10380,11530,11510,12720,11460,11640,10290,12330,12440,10980,11400,12090,12330,11780,10390,9600,11210,11600,12200,10500,10510,10210
21/10/2022,11280,11360,10240,10940,10490,10350,11180,10670,9830,10460,10280,11530,10420,11460,11360,12720,11460,11500,10260,12360,12290,10970,11220,12100,12350,11660,10320,9790,11210,11650,12200,10660,10580,10240
22/10/2022,11300,11300,10240,10930,10430,10610,11180,10670,9870,10510,10280,11530,10420,11460,11740,12720,11460,11550,10330,12210,12360,11090,11160,12090,12180,11590,10320,9720,11210,11610,12420,10550,10510,10160
23/10/2022,11300,11360,10240,10940,10430,10440,11170,10670,9900,10430,10270,11530,10370,11460,11710,12720,11460,11550,10310,12360,12610,11200,11490,11800,12330,11880,10320,9610,11210,11610,12300,10550,10510,10250
24/10/2022,11350,11360,10240,10940,10430,10610,11170,10580,10070,10390,10360,11530,10420,11460,11510,12720,10910,11400,10290,12290,12820,11210,11260,11830,12350,11590,10320,9700,11210,11520,12200,10750,10450,10240
25/10/2022,11300,11300,10240,11050,10430,10610,11170,10580,9850,10440,10340,11530,10420,11400,11390,12720,11370,11730,10450,12360,12670,11180,11260,12080,12350,11540,10320,9620,11210,11580,12200,10600,10510,10310
26/10/2022,11340,11360,10240,10940,10430,10610,11180,10580,9880,10430,10390,11530,10420,11460,11770,12720,11460,11730,10400,12400,12760,11110,11200,11800,12260,11660,10320,9680,11180,11690,12230,10600,10450,10290
27/10/2022,11340,11420,10360,10940,10570,10350,11180,10490,10150,10410,10350,11530,10420,11460,11820,12720,11460,11730,10240,12790,13010,11080,11290,11940,12260,11290,10320,9680,11210,11620,12230,10620,10450,10260
28/10/2022,11340,11420,10240,10930,10610,10610,11170,10490,9960,10470,10350,11530,10420,11460,11510,12720,11600,11730,10290,12660,12690,11260,11400,12090,12160,11700,10320,9680,11210,11740,12230,10730,10450,10190
29/10/2022,11340,11360,10360,10940,10610,10350,11180,10490,10060,10460,10310,11530,10370,11330,11710,12720,11600,11730,10290,12660,12860,11090,11290,12190,12160,11590,10320,9720,11210,11690,12230,10500,10450,10270
30/10/2022,11340,11360,10420,10930,10610,10610,11180,10490,10060,10330,10300,11530,10380,11460,11820,12720,11600,11730,10310,12790,12940,10970,11510,12090,12120,11420,10490,9740,11210,11560,12230,10590,10450,10390
31/10/2022,11340,11360,10360,10940,10610,10610,11180,10490,10070,10440,10380,11530,10380,11460,11840,12720,11600,11730,10160,12710,12780,11080,11390,12090,12250,11710,10320,9800,11210,11630,12170,10550,10450,10250
01/11/2022,11340,11360,10490,11050,10610,10610,11130,10490,10090,10430,10300,11500,10380,11460,11930,12720,11600,11730,10160,12780,12690,10730,11370,12090,12160,11640,10320,9720,11210,11670,12230,10610,10390,10300
02/11/2022,11340,11360,10360,10940,10630,10610,11310,10490,10090,10430,10390,11530,10380,11460,11930,12720,11600,11730,10260,12730,12400,11420,11410,11800,12160,11630,10320,9720,11210,11750,12230,10760,10390,10240
03/11/2022,11340,11420,10360,10940,10610,10610,11400,10490,10210,10450,10360,11530,10380,11460,11830,12720,11540,11730,10200,12430,12900,11090,11410,12100,12160,11500,10320,9740,11250,11710,12250,10670,10450,10290
04/11/2022,11340,11420,10490,10940,10450,10610,11400,10490,10020,10400,10360,11610,10330,11460,11830,12720,11600,11390,10320,12560,12660,11090,11350,12090,12160,11670,10320,9820,11250,11680,12170,10750,10390,10250
05/11/2022,11340,11420,10420,10930,10430,10350,11350,10490,10070,10410,10410,11610,10690,11460,11930,12720,11600,11730,10250,12650,12610,11090,11120,12100,12160,11690,10320,9890,11180,11720,12230,10670,10300,10300
06/11/2022,11340,11420,10490,10940,10450,10350,11350,10490,10070,10520,10430,11610,10450,11460,11930,12720,11600,11730,10210,12690,13010,10980,11300,11800,12160,11850,10320,9870,11310,11670,12140,10770,10450,10280
07/11/2022,11340,11420,10360,10940,11140,10610,11350,10530,10210,10450,10410,11610,10420,11500,11830,12720,11600,11730,10280,12840,12310,11200,11270,12310,12160,11670,10320,9850,11210,11750,12250,10730,10480,10230
08/11/2022,11320,11420,10490,10930,10490,10610,11350,10490,10080,10370,10310,11610,10380,11530,11930,12720,11600,11730,10370,12850,12660,11090,11350,12100,12160,11860,10320,9890,11210,11720,12230,10670,10510,10270
09/11/2022,11320,11570,10360,10940,10430,10610,11350,10530,10150,10490,10390,11610,10330,11530,11830,12720,11600,11600,10200,12690,12550,11080,11360,12090,12120,11730,10320,9890,11210,11610,12230,10670,10570,10210
10/11/2022,11370,11340,10420,10940,10630,10610,11350,10530,10030,10440,10450,11610,10330,11530,11880,12720,11540,11730,10210,12750,12890,11080,11360,12090,12210,11590,10320,9890,11490,11590,12230,10490,10600,10250
11/11/2022,11370,11420,10360,10940,10450,10610,11350,10530,10130,10400,10360,11530,10560,11580,12070,12720,11540,11730,10200,12840,12610,11080,11460,12090,12210,11670,10320,9860,11190,11610,12600,10600,10570,10360
12/11/2022,11380,11470,10490,10930,10490,10610,11450,10530,10020,10260,10310,11610,10380,11530,11540,12720,11600,11680,10210,12730,13020,11090,11400,12100,12210,11980,10320,9870,11250,11730,12300,10660,10570,10280
13/11/2022,11330,11420,10360,10930,10570,10610,11440,10530,10010,10440,10290,11610,10560,11530,11810,12720,11600,11730,10200,12690,12820,11230,11300,12100,12270,11910,10320,9870,11220,11610,12230,10690,10570,10250
14/11/2022,11330,11470,10360,10940,10450,10610,11450,10850,10100,10420,10380,11610,10330,11530,11830,12720,11600,11580,10160,12750,12650,11180,11370,12090,12210,11730,10320,10050,11280,11670,12260,10830,10450,10260
15/11/2022,11290,11470,10360,10940,10610,10610,11450,10530,10010,10550,10400,11740,10330,11530,11540,12720,11600,11640,10200,12730,12610,11180,11470,12310,12210,11800,10320,9850,11280,11540,12230,10810,10570,10210
16/11/2022,11350,11470,10490,10940,10450,10610,11450,10530,10050,10460,10440,11610,10280,11530,11920,12970,11600,11580,10230,12750,12660,11180,11340,11930,12210,11910,10320,9820,11280,11590,12260,11010,10570,10120
17/11/2022,11310,11420,10360,10940,10430,10610,11450,10530,10010,10350,10390,11610,10280,11530,11740,12720,11380,11640,10320,12730,12640,11360,11410,12220,12210,11810,10390,9850,11280,11560,12260,10790,10570,10350
18/11/2022,11400,11470,10490,11250,10450,10610,11450,10530,10030,10490,10460,11610,10360,11530,11670,12720,11600,11640,10480,12730,12810,11240,11490,11830,12210,11130,10320,9870,11280,11840,12230,10840,10620,10320
19/11/2022,11310,11470,10360,10890,10250,10610,11500,10530,9970,10510,10390,11610,10550,11530,11720,12720,11600,11640,10300,12750,12640,11180,11460,12090,12210,11820,10490,10010,11280,11650,12200,11230,10480,10270
20/11/2022,11290,11470,10420,10890,10250,10610,11500,10530,10050,10490,10380,11610,10330,11530,11750,12720,11600,11640,10370,12750,13020,11120,11590,12100,12140,12010,10490,9980,11280,11610,12140,11070,10540,10250
21/11/2022,11330,11470,10360,10890,10490,10610,11400,10530,10170,10430,10420,11610,10330,11370,11750,12720,11600,11640,10400,12820,12610,11180,11510,12100,12210,12010,10490,9910,11220,11530,12200,10870,10570,10280
22/11/2022,11330,11470,10360,10890,10370,10610,11400,10530,10150,10410,10410,11610,10330,11530,11810,12720,11600,11500,10590,12730,12720,11180,11550,12090,12230,11920,10490,9990,11130,11720,12200,10950,10540,10310
23/11/2022,11330,11470,10280,10870,10490,10610,11400,10530,10170,10450,10500,11610,10280,11470,11930,12720,11540,11550,10430,12740,12880,11200,11460,12220,12210,11840,10490,9970,11280,11500,12200,10960,10600,10200
24/11/2022,11290,11570,10420,10890,10490,10610,11370,10530,10030,10450,10370,11690,10700,11470,11500,12720,11600,11480,10410,12840,12660,11200,11610,12190,12210,11840,10490,10030,11280,11610,12200,10830,10570,10240
25/11/2022,11300,11570,10420,10940,10490,10610,11400,10620,10150,10430,10490,11720,10330,11470,11340,12630,11240,11550,10410,12650,12540,11230,11420,11930,12210,11750,10490,9960,11400,11580,12140,10770,10600,10290
26/11/2022,11300,11570,10280,10940,10490,10610,11370,10710,10130,10430,10310,11720,10450,11470,11880,12720,11600,11550,10540,12730,12750,11120,11520,12540,12270,12000,10590,9950,11030,11900,12210,10830,10600,10340
27/11/2022,11250,11570,10420,10770,10490,10610,11400,10710,10090,10460,10440,11780,10360,11470,11720,12630,11600,11550,10470,12730,12820,11180,11320,12250,12260,12090,10490,9990,11250,11470,12200,10870,10600,10360
28/11/2022,11320,11680,10360,10890,10490,10610,11400,10710,10130,10430,10470,11720,10330,11470,11810,12720,11540,11550,10430,12750,12510,11090,11510,11940,12260,11820,10490,9970,11200,11530,12140,10930,10600,10350
29/11/2022,11330,11680,10360,10890,10490,10610,11370,10710,10190,10510,10570,11640,10260,11470,11560,12720,11600,11550,10500,12730,12840,11100,11480,11940,12260,11820,10490,9930,11200,11710,12070,10870,10600,10270
30/11/2022,11290,11630,10360,10890,11030,10610,11370,10710,10190,10550,10550,11780,10480,11470,12110,12720,11540,11190,10470,12730,12500,11100,11400,12220,12260,11910,10660,10010,11200,11480,12260,10870,10600,10320
01/12/2022,11330,11680,10360,10890,10490,10610,11330,10710,10190,10510,10520,11700,10330,11430,11460,12720,11540,11480,10520,12650,12580,11110,11460,11640,12260,11820,10590,10010,11200,11420,12240,10900,10570,10340
02/12/2022,11330,11680,10420,10890,10370,10960,11380,10710,10130,10550,10510,11760,10450,11440,11720,12720,11600,11550,10500,12730,12640,11290,11410,12190,12260,11820,10660,10010,11200,11750,12350,10930,10570,10400
03/12/2022,11330,11680,10360,10890,10490,10610,11380,10710,10150,10450,10520,11770,10330,11440,11810,12720,11600,11650,10590,12590,12860,11110,11520,12100,12260,11700,10660,9990,11140,11810,12350,11160,10650,10360
04/12/2022,11300,11680,10360,10890,10490,10610,11380,10710,10190,10530,10530,11770,10330,11510,11810,12720,11600,11550,10630,12690,12430,11140,11200,11800,12280,12000,10660,9970,11200,11540,12440,10980,10600,10390
05/12/2022,11310,11680,10360,10940,10590,10610,11460,10710,10150,10510,10590,11750,10560,11510,11810,12720,11600,11550,10570,12750,12640,11090,11410,11930,12260,11910,10660,10010,11200,11750,12110,10880,10630,10340
06/12/2022,11290,11680,10280,10940,10680,10610,11460,10710,10220,10470,10600,11770,10450,11510,11810,12630,11600,11550,10580,12650,12660,10980,11470,12190,12260,12000,10660,9890,11200,11750,12350,10930,10650,10440
07/12/2022,11290,11680,10360,10940,10490,10610,11410,10710,10270,10450,10660,11770,10450,11430,11720,12720,11600,11640,10630,12730,12690,11100,11510,12220,12260,11910,10660,9930,11200,11520,12350,10930,10610,10390
08/12/2022,11290,11680,10360,10940,10680,10610,11410,10780,10270,10440,10570,11770,10370,11430,11810,12720,11540,11580,10590,12940,13010,11090,11470,11950,12260,12000,10660,10010,11200,11420,12350,10870,10570,10500
09/12/2022,11260,11680,10280,10940,10720,10610,11410,10710,10290,10570,10520,11840,10570,11430,11720,12720,11380,11640,10720,12690,12780,11100,11500,12190,12260,11860,10660,9940,11200,11320,12470,10880,10860,10570
10/12/2022,11230,11630,10490,10940,10870,10610,11450,10710,10310,10550,10610,11840,10390,11510,11720,12720,11600,11640,10660,12810,12180,11090,11630,11890,12180,12000,10660,9990,11120,11520,12390,10960,10650,10570
11/12/2022,11260,11680,10420,10940,10610,10730,11450,10710,10280,10550,10520,11750,10450,11430,11810,12720,11600,11640,10780,12780,12320,11090,11410,11940,12260,12000,10660,9850,11200,11430,12470,11060,10570,10550
12/12/2022,11290,11680,10360,10940,10480,10610,11410,10710,10280,10580,10540,11840,10500,11430,11720,12720,11600,11640,10670,12850,12230,11090,11540,12190,12260,11910,10660,10010,11190,11400,12470,10970,10650,10720
13/12/2022,11340,11970,10360,10940,10500,10610,11400,10710,10220,10540,10530,11840,10440,11430,11810,12720,11600,11640,10670,12680,12330,11090,11440,12220,12260,11900,10660,9690,11120,11530,12470,11030,10650,10740
14/12/2022,11340,11970,10360,10940,10700,10730,11400,10710,10240,10570,10640,11840,10450,11430,11740,12720,11600,11640,10680,12720,13010,11210,11450,12220,12320,11900,10660,9990,11130,11520,12390,11060,10650,10680
15/12/2022,11340,12030,10360,10940,10570,10610,11400,10710,10190,10670,10590,12040,10450,11430,11450,12720,11600,11640,10670,12610,13010,11110,11540,11940,12320,11880,10660,10090,11300,11260,12500,11060,10650,10650
16/12/2022,11340,11970,10420,10940,10570,10610,11450,10710,10130,10530,10720,11810,10330,11550,11860,12720,11380,11640,10670,12750,12430,11090,11520,12190,12320,11970,10660,9990,11200,11480,12500,11030,10660,10680
17/12/2022,11320,11970,10420,11410,10570,10610,11450,10710,10130,10450,10440,11840,10450,11550,11610,12720,11540,11640,10580,12790,12060,11450,11410,12190,12680,11700,10790,9990,11310,11600,12500,11270,10650,10720
18/12/2022,11390,12030,10360,10990,10240,10610,11450,10710,10300,10490,10550,11840,10330,11570,11760,12720,11600,11640,10800,12730,12350,11120,11570,12310,12320,12100,10660,9990,11200,11710,12540,11110,10650,10680
19/12/2022,11460,12030,10360,10990,10570,10780,11450,10710,10190,10460,10620,11840,10450,11490,11860,12320,11600,11640,10780,12720,12490,11100,11340,12540,12320,11640,10660,9990,11160,11740,12720,11060,10650,10690
20/12/2022,11440,12030,10360,10990,10570,10610,11450,10710,10220,10550,10620,11840,10400,11570,11860,12970,11600,11410,10780,12810,13010,11210,11520,12250,12320,11790,10660,9990,11170,11770,12500,10970,10650,10640
21/12/2022,11440,12030,10420,10940,10770,10610,11500,10710,10140,10540,10590,11840,10400,11490,11560,12490,11690,11550,10810,12930,12680,11100,11690,12220,12320,11800,10660,9990,11200,11740,12500,11000,10650,10710
22/12/2022,11440,12030,10360,10980,10490,10610,11500,10710,10350,10560,10750,11840,10450,11570,11860,12490,11600,11480,10780,12750,12580,11100,11530,12190,12320,11640,10660,9990,11200,11580,12500,11280,10760,10680
23/12/2022,11440,12030,10360,10980,10770,10610,11510,10790,10210,10570,10820,11840,10400,11540,11760,12490,11740,11190,10780,12750,12580,11100,11680,11470,12420,11600,10660,9990,11200,11620,12500,11010,10630,10780
24/12/2022,11500,12030,10360,10980,10240,10610,11510,10790,10210,10490,10680,11840,10450,11570,11560,12720,11600,11190,10810,12810,12830,11190,11620,12380,12420,12190,10660,9950,11100,11660,12500,11100,10690,10860
25/12/2022,11610,12030,10360,10980,10670,10610,11540,10790,10180,10600,10670,12030,10580,11570,11940,12490,11600,11190,10780,12930,13020,10790,11670,12000,12140,12150,10660,9930,11130,11690,12470,11110,10650,10720
26/12/2022,11480,12030,10360,11030,10670,10610,11450,10790,10130,10580,10650,11840,10450,11570,11880,12490,12100,11190,10840,12720,12850,11100,11840,11470,12420,12100,10660,10200,11250,11700,12670,11150,10630,10760
27/12/2022,11550,12030,10360,11080,10840,10610,11450,10790,10290,10570,10800,11840,10450,11570,11730,12490,11600,11190,10780,12750,12860,11090,11800,11570,12320,11680,10660,10040,11200,11690,12500,11080,10650,10840
28/12/2022,11470,12130,10360,11080,10870,10610,11450,10790,10240,10570,10680,11840,10540,11570,11780,12490,12100,11550,10870,12680,12750,11210,11500,12220,12420,11360,10660,10040,11200,11700,12500,11190,10650,10790
29/12/2022,11470,12030,10360,11030,10870,10610,11510,10790,10160,10650,10680,11830,10550,11570,11600,12490,11860,11550,10810,12640,12960,11210,11580,11930,12420,12170,10590,10090,11100,11550,12500,11110,10570,10890
30/12/2022,11540,12020,10420,11030,10950,10610,11490,10980,10240,10550,10750,11840,10540,11590,11860,12490,11740,11550,10810,12780,12600,11280,11430,11940,12420,11540,10660,10040,11140,11550,12400,11150,10650,10840
31/12/2022,11380,12030,10360,11030,10820,10610,11450,10980,10220,10550,10690,11860,10680,11590,11390,12490,11740,11280,10770,12680,12960,11190,11420,11930,12420,11990,10660,9960,11170,11590,12500,11220,10650,10780
01/01/2023,11300,12030,10490,11030,10670,10610,11450,10980,10260,10610,10590,11860,10510,11590,11370,12490,11100,10940,10840,12920,12950,11140,11380,11930,12240,11800,10490,9980,11440,11680,12620,11130,10600,10820
02/01/2023,11340,12030,10490,11030,10670,10610,11510,10980,10110,10700,10590,11870,10520,11590,11950,12490,11690,11480,10840,12750,12700,11000,11370,11930,12420,11540,10490,10000,11090,11710,12290,11060,10650,10920
03/01/2023,11330,12030,10240,11030,10360,10610,11510,10980,10200,10580,10720,11870,10630,11440,11570,12490,11740,11550,10840,12810,13020,11000,11280,11920,12520,11720,10660,10020,11140,11420,12500,11060,10660,10860
04/01/2023,11330,12030,10420,11030,10670,10610,11680,10980,10140,10600,10740,11870,10630,11440,11480,12490,11740,11550,10840,12810,12700,11120,11340,12220,12580,11720,10660,10000,11200,11410,12500,11080,10650,10850
05/01/2023,11290,11970,10360,11030,10770,10730,11510,10980,10170,10510,10600,11870,10630,11440,11410,12490,11740,11480,10880,12810,12800,11120,11290,12190,12520,11710,10660,10020,11200,11570,12500,11060,10630,10850
06/01/2023,11290,11970,10280,11030,10770,10610,11450,10980,10210,10510,10810,11860,10680,11440,11740,12490,11600,11550,10810,12570,12660,10990,11300,12190,12580,11720,10660,10040,11170,11570,12540,10940,10570,10840
07/01/2023,11450,11970,10420,11140,10770,10610,11450,10980,10410,10570,10720,12010,10610,11440,11940,12490,11600,11190,10830,12700,12750,11110,11330,12540,12520,11730,10660,10000,11200,11530,12370,11110,10620,10820
08/01/2023,11300,12030,10420,11140,10770,10610,11530,10980,10070,10570,10630,11800,10630,11440,11750,12490,11600,11550,10780,12780,12870,11120,11510,12250,12520,11710,10660,10100,11200,11530,12670,11170,10620,10840
09/01/2023,11310,12000,10420,11140,10590,,11480,10980,10410,10490,10800,11740,11000,11430,11570,12000,11540,10740,10790,12810,11820,11210,11510,11940,12540,10920,,9920,11310,11370,12840,11290,10620,11530
10/01/2023,11330,12130,10360,11140,10870,10610,11500,10980,10270,10560,10830,11740,10610,11470,11740,12490,11600,11550,10780,12720,12750,11210,11360,12190,12450,11850,10660,10000,11200,11410,12470,11070,10650,10800
11/01/2023,11210,12030,10490,11190,10670,10610,11500,10980,10330,10570,10700,11740,10610,11470,11740,12490,11650,11400,10650,12930,12660,11100,11580,12190,12450,11710,10660,9920,11200,11380,12470,11080,10650,10790
12/01/2023,11190,12030,10490,11210,10570,10610,11560,10980,10230,10580,10790,11740,10610,11470,11720,12490,11590,12040,10660,12750,12570,11100,11650,12190,12450,11860,10660,10160,11290,11410,12670,11050,10650,10760
13/01/2023,11190,12030,10360,11140,10670,10750,11560,10980,10280,10550,10830,11740,10660,11470,11960,12490,11650,12040,10650,12610,12750,11100,11750,12220,12450,11640,10660,10000,11540,11580,12470,11100,10650,10810
14/01/2023,11190,12030,10490,11100,10670,10750,11560,10980,10350,10540,10750,11740,10610,11470,11850,12490,11600,11400,10680,12720,12750,11100,11680,12190,12510,12080,10660,9920,11190,11310,12430,11110,10470,10760
15/01/2023,11240,12260,10490,11140,10840,10750,11560,10980,10200,10650,10730,11750,10610,11510,11550,12490,11600,11550,10630,12720,12840,11110,11610,12250,12510,11960,11270,10000,11200,11530,12540,11240,10570,10750
16/01/2023,11240,12030,10360,11140,10670,10750,11510,10980,10160,10560,10720,11770,10610,11470,11670,12490,11600,11550,10650,12720,12840,11110,11600,11950,12450,11890,10660,10000,11180,11620,12470,11080,10570,10820
17/01/2023,11240,12030,10360,11140,10670,10360,11510,10980,10190,10560,10680,11770,10610,11470,11850,12490,11600,11030,10850,12830,12660,11100,11530,12220,12450,11830,10660,10000,11320,11470,12540,11080,10630,10790
18/01/2023,11200,12030,10360,11140,10670,10610,11510,10970,10120,10610,10650,11770,10770,11470,11740,12490,11600,11550,10720,12750,12850,11100,11590,12710,12450,11940,10660,10000,11320,11310,12570,11020,10630,10790
19/01/2023,11240,12160,10360,11140,10480,10610,11510,10980,10260,10630,10660,11770,10500,11550,11710,12490,11650,11190,10720,12840,12860,11100,11520,12710,12450,11850,10660,10000,11440,11440,12540,11110,10660,10720
20/01/2023,11240,12130,10360,11140,10770,10750,11510,10980,10210,10500,10850,11830,10610,11590,11420,12490,11650,11550,10720,12720,12750,11100,11560,12820,12450,11840,10660,10040,11320,11530,12430,11100,10660,10690
21/01/2023,11230,11860,10320,11140,10770,10610,11510,10980,10150,10510,10770,11810,10610,11550,11490,12490,11600,11550,10720,12720,12850,11100,11750,12540,12510,12020,10660,10080,11320,11440,12500,11020,10670,10750
22/01/2023,11230,11970,10360,11140,10770,10610,11510,10980,10110,10630,10770,11810,10610,11550,11490,12490,11690,11550,10750,12650,13170,11100,11630,12960,12510,11950,10660,9890,11320,11480,12540,11360,10660,10820
23/01/2023,11270,11860,10360,11140,10870,10610,11560,10980,10220,10640,10640,12010,10660,11550,11320,12490,11650,11550,10750,12810,12780,11300,11340,12820,12510,11930,10660,9970,11400,11630,12270,10970,10640,10760
24/01/2023,11270,11860,10360,11140,10870,10610,11510,10980,10300,10570,10700,11790,10570,11550,11740,12490,11650,11550,10750,12750,13150,10510,11650,12840,12510,11760,10660,9990,11320,11350,12500,11060,10600,10790
25/01/2023,11230,11910,10360,11140,10870,10610,11510,10980,10250,10620,10750,11940,10610,11550,11780,12490,11650,11550,10650,12750,12800,10460,11720,12840,12450,11860,10660,9970,11320,11360,12500,11140,10700,10800
26/01/2023,11270,11860,10360,11140,10870,10750,11510,11060,10320,10630,10680,11870,10610,11550,11740,12490,11650,11430,10650,12750,12900,10510,11600,12830,12510,11980,10660,10010,11440,11290,12430,11150,10660,10890
27/01/2023,11270,11910,10280,11040,10870,10750,11510,11060,10240,10600,10650,11810,10630,11550,11840,12490,11650,11480,10650,12820,12910,10510,11730,12970,12510,11860,10660,9970,11320,11380,12290,11060,10660,10830
28/01/2023,11230,11860,10360,11140,10870,10610,11510,11060,10080,10560,10720,11870,10610,11550,11740,12490,11600,11550,10760,12680,12800,11100,11620,12800,12510,11840,10660,10010,11320,11220,12840,11100,10630,10900
29/01/2023,11250,11860,10360,11140,10870,10750,11510,11060,10120,10550,10750,11810,10610,11550,11420,12490,11650,11650,10660,12610,12200,11100,11640,12800,12400,11880,10660,10010,11080,11360,12760,11340,10610,10820
30/01/2023,11330,11860,10360,11140,10870,10750,11590,11060,10230,10640,10700,11790,10740,11590,11800,12490,11600,11190,10650,12650,12900,11100,11700,12840,12450,11820,10490,10010,11320,11110,12500,11440,10630,10760
31/01/2023,11270,11860,10360,11140,10870,10750,11590,11060,10270,10600,10630,11840,10710,11550,11740,12490,11650,11550,10680,12730,12800,11100,11590,12840,12450,11740,10660,10010,11280,11360,12500,11120,10600,10820
01/02/2023,11270,11910,10360,11230,10870,10750,11590,11060,10380,10520,10610,11790,11030,11550,11530,12490,11650,11550,10650,12680,12910,10990,11620,12480,12450,11810,10660,10010,11390,11200,12290,11080,10600,10820
02/02/2023,11270,11920,10360,11230,10670,10750,11590,11060,10420,10620,10630,11810,10930,11550,11780,12490,11690,11550,10720,12650,13110,10990,11690,12970,12450,11720,10660,10010,11280,11340,12500,11110,10600,10870
