Date,USDIDR Close,Price Crude Oil,Change % Crude Oil,Price Natural Gas,Change % Natural Gas,Price Newcastle Coal,Change % Newcastle Coal,Price Palm Oil,Change % Palm Oil,Price US Sugar,Change % US Sugar,Price US Wheat,Change % US Wheat,Aceh,Bali,Banten,Bengkulu,DI Yogyakarta,DKI Jakarta,Gorontalo,Jambi,Jawa Barat,Jawa Tengah,Jawa Timur,Kalimantan Barat,Kalimantan Selatan,Kalimantan Tengah,Kalimantan Timur,Kalimantan Utara,Kepulauan Bangka Belitung,Kepulauan Riau,Lampung,Maluku Utara,Maluku,Nusa Tenggara Barat,Nusa Tenggara Timur,Papua Barat,Papua,Riau,Sulawesi Barat,Sulawesi Selatan,Sulawesi Tengah,Sulawesi Tenggara,Sulawesi Utara,Sumatera Barat,Sumatera Selatan,Sumatera Utara
2022-08-25,14845,92.19,-2.34,9.344,0.47,417.5,1.19,4.239,-1.19,17.9,-0.78,769.75,-3.18,82140,36470,61570,61210,47450,70250,42300,61440,60810,48160,49480,57170,55420,71520,58680,72750,63890,79150,58000,52020,63010,45850,67570,68800,64670,70110,38600,36630,41610,58210,41170,64720,61510,78730
2022-08-26,14773,92.39,0.22,9.269,-0.8,417.4,-0.02,4.149,-2.12,18.47,3.18,784.75,1.95,84300,36470,62080,60680,45410,70410,41370,59240,59230,48210,49040,56940,52010,70020,56170,71490,64690,81760,58730,52640,60810,45620,64690,66940,63690,68500,40380,36450,40220,56140,41750,61480,63620,82810
2022-08-27,14734.54615,94.92451203,12.05023848,6.726797506,2.362115101,412.5468552,0.671636711,4.788320251,-2.015758488,18.52491848,2.807526925,804.934766,16.90018557,86300,36470,63310,60480,45410,70410,42540,58150,58930,47690,48570,57750,56440,67280,52750,71490,65530,81760,58370,50250,60740,45400,65410,66200,63390,69370,39600,36110,41310,56270,40650,63750,63140,83660
2022-08-28,14748.11321,94.93117792,12.93076597,6.713685306,3.251224248,413.8961152,0.847132333,4.782426228,-2.508180589,18.51750533,1.762528707,822.8530245,17.34353924,90690,40620,61030,61920,43400,61800,41730,59290,59670,47820,49910,58710,56590,67800,52020,71410,64360,82400,57550,57850,57780,45400,66920,66200,64060,70510,38640,35760,40430,54340,39850,67590,61960,83660
2022-08-29,14811,96.19,4.11,9.336,0.72,422.75,1.28,4.077,-1.74,18.44,-0.16,820,4.49,91180,36330,64860,58530,46730,67900,40620,62650,57940,49280,48060,59280,56260,67340,54360,71910,67150,84390,59580,53350,61640,43890,65110,64190,63190,80010,37460,35890,40140,55670,40060,68510,62240,83510
2022-08-30,14895,91.17,-5.22,9.103,-2.5,414.55,-1.94,4.003,-1.82,18.1,-1.84,798.25,-2.65,91690,38540,62580,64300,45750,68750,40350,65330,55210,51390,48940,59240,54330,66400,54240,69720,67400,84390,60930,53350,57200,46370,65200,63770,62200,81730,38310,35190,38920,55460,40260,73860,62470,83230
2022-08-31,14850,89.03,-2.35,9.189,0.94,425,2.52,4.764830726,-2.384171131,17.89,-1.16,809,1.35,91260,42600,63210,65650,45750,68750,39220,65350,57050,53110,49600,61400,55530,66470,54140,70760,72830,80660,60680,53560,60530,45060,61870,68280,62380,82320,38310,35580,40490,55020,39570,80440,63550,86510
2022-09-01,14855,86.22,-3.16,9.33,1.53,427.35,0.55,3.86,-3.57,17.99,0.56,775.5,-4.14,91200,38520,68580,67420,45750,72300,41130,70830,58150,53850,49840,60740,56210,67900,53630,71300,74960,84380,62500,54170,59090,46520,64960,64090,62460,82610,38870,34170,40610,53000,38480,80060,66680,87260
2022-09-02,14902.09961,86.48,0.3,8.85,-5.14,435,1.79,3.83,-0.78,18.15,0.89,793,2.26,92630,42600,69990,70540,49580,73870,41200,76090,59160,55990,51670,59800,58320,69930,51700,71160,78370,89270,64170,56120,58860,46810,63280,63190,61720,81130,39580,34100,38050,53740,38940,80570,67710,87590
2022-09-03,14921.20532,86.14248776,0.922348693,6.630690977,1.351773486,467.9526919,12.07917839,4.747365073,-0.846942825,18.47166584,0.239671376,803.5688189,3.435274979,93470,42570,69790,70300,60300,72340,40090,80720,59620,57920,51260,59270,57940,73840,53790,71810,75990,86500,66000,55380,60130,47540,62360,64700,63620,83760,41080,34300,38960,54470,41830,81970,70550,88330
2022-09-04,14906.44938,88.25,2.05,8.979,1.46,475.9137119,13.4284742,4.741572044,-0.710416367,18.46379916,0.248919054,808,1.89,96650,45720,74130,78120,66280,72700,42750,81580,60130,60880,53500,58630,60190,76790,54480,68480,84380,87810,65690,55380,57390,46980,59530,66210,63620,89460,40000,37040,39810,54840,39760,85390,73120,88830
2022-09-05,14890,88.96,0.8,8.714,-2.95,457.8,5.24,3.822,-0.21,18.45586769,0.202742679,812.25,0.53,98450,45720,75210,84030,69710,78030,44200,81960,65390,64540,57740,58640,61730,79690,55760,69720,82940,95890,71470,55550,61430,48700,60260,66200,64940,96160,40290,39230,41580,53900,39150,92960,79260,90720
2022-09-06,14882.2998,86.51,-2.75,8.212,-5.76,450.25,-1.65,3.705,-3.06,17.98,-0.94,800,-1.51,98790,45720,77640,87550,74870,83080,50630,82940,68510,69940,60160,61260,64330,83620,57800,71820,86710,99110,78660,57690,62950,49530,61340,68340,64700,102160,45010,40660,41210,54280,41990,98620,86810,91660
2022-09-07,14904,81.63,-5.64,7.901,-3.79,439,-2.5,3.6,-2.83,18.05,0.39,826.5,3.31,98980,45720,79720,89550,74060,84100,60110,83860,69870,70890,63470,60470,68110,84370,55710,72040,90440,102950,81530,59850,61920,50810,59860,66230,62130,100680,49660,42350,41870,53970,42530,96890,87250,91350
2022-09-08,14865.2998,83.07,1.76,7.971,0.89,440.35,0.31,3.438,-4.5,17.93,-0.66,810.5,-1.94,97560,45720,81150,89630,70480,81710,63910,83900,70800,68350,63520,62310,71020,85110,56490,75910,93000,102950,81100,55100,58980,52370,59250,68000,62440,98860,50650,42600,43640,56540,42930,91240,86590,87170
2022-09-09,14892.2998,86.36,3.96,8.044,0.92,435.25,-1.16,3.5,1.8,18.22,1.62,853.25,5.27,93320,45720,79140,89430,70560,83250,65580,81080,71760,69520,61390,63230,72250,85620,56460,73600,92160,101220,82200,60580,62860,54680,60370,68000,61940,98940,53340,44260,49750,54210,41910,89590,86580,82540
2022-09-10,14885.12853,86.4039277,2.87560512,6.525524579,12.02041877,409.3061012,-0.044540649,4.707116854,-1.339071621,18.41545387,1.047785836,867.937291,15.65569431,90490,45720,80070,88810,70230,82360,60220,74670,71860,69540,61850,65500,70560,84970,55540,68530,90930,100130,82800,58620,63230,54220,58510,64920,60350,97530,53340,44140,48660,54780,42890,82540,83540,77640
2022-09-11,14837.75838,87.68993593,1.674452339,6.510327107,12.19936548,409.7650025,0.1083848,4.701424819,-0.61618483,18.40777974,1.230503771,851.7478304,13.74177436,88810,45720,74560,82550,67480,81420,59830,67440,71460,69630,60970,65500,72850,85430,57910,70680,90820,101740,80280,57810,59110,56090,59230,67950,61650,94230,54140,42990,49040,58500,44380,77710,79900,74400
2022-09-12,14823,87.41,1.22,8.287,3.02,437.5,0.52,3.55,1.43,18.35,0.71,841.25,-1.41,81870,45720,72230,77420,60460,78140,51220,63410,71190,61420,60810,66290,71150,85800,58890,69640,85680,97490,76940,60950,63910,60860,61430,67290,62760,83710,53950,43500,48630,56090,44750,72180,81080,69430
2022-09-13,14858.7002,86.89,-0.59,8.334,0.57,439.35,0.42,3.759,5.89,18.38,0.16,842.75,0.18,71560,49700,71610,78050,57950,81480,49990,61310,68850,59540,59540,66650,71940,88240,59630,68930,84750,95310,73880,59630,63240,58730,58070,67950,61610,80220,53430,44880,50420,55960,44550,70080,77470,61740
2022-09-14,14954.90039,88.05,1.34,9.167,10,444.2,1.1,3.7,-1.57,18.27,-0.6,853.75,1.31,67980,51580,72150,73360,54720,80550,48130,62150,69150,57990,60310,67460,71870,85960,57580,70320,80000,96850,69370,57970,64360,59480,58000,68360,62090,75650,53430,46080,48860,58490,42160,68530,73140,59760
2022-09-15,14915,84.65,-3.86,8.372,-8.67,445.5,0.29,3.7,0,18.18,-0.49,845,-1.02,64040,52250,68370,73680,56560,81480,43590,60720,67750,59060,55830,69090,70900,85500,58140,69290,78820,93810,65970,56430,63220,53200,58690,67620,63720,73240,53430,45110,49800,57560,43670,64240,72810,58720
2022-09-16,14933.59961,84.76,0.13,7.811,-6.7,439,-1.46,4.673181061,0.344404307,17.88,-1.65,859.75,1.75,62770,52250,67780,71820,56950,81480,43760,58640,67750,59980,54750,70900,70080,84820,57740,70400,82500,88730,63350,56800,54160,51810,57290,68380,63720,75380,53880,45530,51550,58850,42710,62580,72480,59630
2022-09-17,14941.50291,84.11788134,5.132671966,6.419594034,15.14266852,454.0921308,0.055656482,4.667575593,0.829046226,18.36941945,-1.497798083,847.4190884,-11.34582512,61490,49650,67160,69630,57150,78250,43110,57340,66890,58450,54670,72090,69640,83930,58460,67410,82860,94440,61840,56040,61090,56520,58750,67810,62120,72590,54070,43440,50120,58280,41710,63070,71080,58620
2022-09-18,14931.45654,84.13373881,5.883297839,6.404547148,17.82723813,454.3144584,-0.042454631,4.661984552,0.261155247,18.36430682,-0.844026567,815.2019894,-12.43172814,62050,48060,67940,70710,58140,80660,40470,56770,67580,57930,54690,73860,69280,83850,58040,67410,83300,85590,60400,56050,58080,56630,58390,70630,62510,69390,53390,43400,50200,58650,40340,64200,69450,59110
2022-09-19,14946,85.36,0.71,7.804,-0.09,439.05,0.01,3.606,-2.54,17.69,-1.06,830.5,-3.4,60390,45830,65290,69600,57040,77870,42150,56880,66720,57510,54230,73770,65830,83850,58250,70410,81470,90360,57840,60700,59390,49950,59280,71720,62710,71180,53390,41800,51420,58670,38970,65110,68800,57860
2022-09-20,14985.7998,83.94,-1.66,7.772,-0.41,441.3,0.51,3.676,1.94,18.19,2.83,893.75,7.62,59700,48060,66120,67750,56530,76470,43210,56450,65470,56360,53020,73940,68470,83120,59710,67410,77350,93380,56350,58930,57990,49610,58040,68360,62710,70690,51630,41130,50940,58110,38660,65740,67440,57210
2022-09-21,15008.59961,82.43,-1.8,7.827,0.71,444.5,0.73,3.807,3.56,18.22,0.16,903.75,1.12,59610,49750,66130,66160,56530,76470,44350,53340,64590,54180,50760,74700,66700,82160,60280,65370,76070,93720,55290,55030,59080,49570,59970,68570,64080,68530,48840,42220,51530,58590,37140,62680,65370,55440
2022-09-22,15019,83.03,0.73,7.193,-8.1,435.65,-1.99,3.761,-1.21,18.49,1.48,910.75,0.77,58100,49750,63560,64630,52020,76470,41870,51270,62430,53190,51810,74480,64780,81100,57620,64980,75050,93330,52630,54290,60470,48010,58450,68710,65080,68170,48440,41210,50680,59330,37070,63090,62850,54940
2022-09-23,15026.59961,78.25,-5.76,6.992,-2.79,435.2,-0.1,3.673,-2.34,18.28,-1.14,880.5,-3.32,53020,49750,59610,60080,48210,72110,40970,50120,60830,50380,50030,74620,68580,81450,58660,65370,77200,87160,52040,54290,58580,47140,59250,65540,64300,67490,46130,40550,49430,59230,37660,57850,59890,52490
2022-09-24,14998.03203,77.15010458,-10.65286909,6.314717584,10.03994378,437.1991016,-0.252996755,4.62874129,-4.942365265,18.3413155,-0.291604197,860.1069635,-5.333203137,50970,49750,59950,57730,49670,71280,38920,48510,60490,49130,48590,72740,65560,79890,57690,66520,70160,85530,51990,51880,59810,44450,58080,68710,62900,66130,47300,40090,49630,58250,37640,58100,58040,48960
2022-09-25,14952.56681,76.53965704,-9.912652984,6.299821282,10.65562478,438.0254323,-0.120443013,4.623251244,-5.009601432,18.33876436,-0.543583407,853.7687667,-5.572593327,47640,49750,61130,56520,47670,72540,39050,47330,59900,48780,49950,73370,64190,79430,60280,68260,67600,85420,46670,53180,57750,46420,62390,68710,62900,67380,46670,40030,49860,58120,38010,56900,56040,48220
2022-09-26,15031,76.18,-2.65,7.014,0.31,438,0.64,3.481,-5.23,18.35,0.38,858,-2.56,44220,46900,57220,54700,42820,71220,38940,44760,59050,44790,47050,74210,57490,76090,55800,64410,69710,80690,45180,54170,60210,43150,58370,68300,62490,62140,45720,39770,49060,56980,36080,52770,53700,45010
2022-09-27,15204,77.81,2.14,6.76,-3.62,437.65,-0.08,3.463,-0.52,18.19,-0.87,871.5,1.57,40810,42430,59380,51640,42820,70410,40050,42420,58060,44020,47040,73820,58640,74320,55370,66430,62520,80650,45050,49980,63720,42550,59740,66820,62440,60010,45590,37940,48520,57880,36410,50020,54450,42490
2022-09-28,15167.2002,81.24,4.41,6.955,2.88,436,-0.38,3.144,-9.21,18.29,0.55,903.25,3.64,40660,42430,61110,49700,39490,72540,38870,40360,56180,45970,44280,71050,57160,74720,52860,65850,67840,71240,43110,50750,61150,42620,56930,68370,63970,60010,42400,36980,46590,56370,36380,48730,52950,41470
2022-09-29,15175.2998,80.42,-1.01,7.142,2.69,435.75,-0.06,3.278,4.26,18.44,0.82,896.25,-0.77,40700,46900,55620,48590,40430,67630,38790,40760,56910,45880,43570,69660,58650,72770,52480,65850,62220,75360,42950,49820,60540,43610,59820,68750,64160,58500,40960,36300,44910,54520,37700,44660,52760,42250
2022-09-30,15175.2002,78.72,-2.11,7.065,-1.08,433.7,-0.47,3.327,1.49,18.42,-0.11,921.5,2.82,39570,44720,56150,48510,41690,69540,37820,39950,56310,44880,43930,68880,53980,71830,56990,65450,61420,75960,42190,49970,66150,44710,63540,67590,63250,57910,39280,35700,42360,55990,35240,44220,53350,41600
2022-10-01,15170.6779,80.44251206,1.977604396,6.210895228,-13.84885286,426.6736467,-2.230045081,4.590613946,-17.66489719,18.33114202,-8.227719024,930.9867488,3.473735307,39320,44720,57390,48800,39650,67780,34470,37930,56770,45190,44540,70120,53980,70630,54610,65450,61700,73000,42370,51690,68550,45190,61730,67030,63100,56810,39140,34190,43780,54340,34820,43830,51650,40870
2022-10-02,15171.20258,81.14605767,4.470543192,6.196149511,-14.24752395,416.6723465,-3.835241168,4.585224894,-18.95239109,18.33115237,-9.015913739,922.4911179,2.95685189,39860,43590,59200,47720,42580,66420,34730,37720,54170,44540,45420,71040,53030,71760,56100,66890,61940,73310,41880,50840,62690,45170,61350,65930,64080,53530,40310,34240,42110,55260,32520,42940,52000,41240
2022-10-03,15221,82.7,5.06,6.803,-3.71,401.5,-7.42,3.32,-0.21,17.42,-5.43,912,-1.03,39360,43590,54380,46020,44450,66880,36070,41040,53860,44540,45480,70540,54030,71780,53280,65040,58920,74290,42070,46810,64750,40310,60750,65980,62700,54950,39230,33610,41760,53440,33660,42510,50250,39030
2022-10-04,15290,85.5,3.39,7.174,5.45,404,0.62,3.501,5.45,17.91,2.81,903,-0.99,40940,41350,54110,44840,45660,65050,36210,39480,54220,43880,45410,67890,49300,71100,53620,65040,61220,72920,43750,48740,60220,40790,61210,67270,61670,51800,39230,33670,39460,53880,34570,43730,48320,39330
2022-10-05,15180,86.84,1.57,7.236,0.86,396.25,-1.92,3.532,0.89,17.95,0.22,902,-0.11,41200,41350,52850,43820,45800,63220,36500,40830,53640,43720,45940,67700,50920,68950,52290,65450,58440,72130,43020,48740,61200,40350,61830,65950,62880,52060,38040,33200,38990,51480,34440,44520,48820,38750
2022-10-06,15206.7002,87.59,0.86,7.242,0.08,400,0.95,3.589,1.61,18.46,2.84,879,-2.55,43410,41350,53590,43800,47260,62380,32610,42300,54240,44320,45360,67190,50570,68980,48970,65450,58680,68040,44570,49970,60890,39840,61310,68750,64590,52860,35730,34270,38480,50710,34380,47890,50610,40100
2022-10-07,15215.7998,91.35,4.29,7.047,-2.69,385.8,-3.55,3.63,1.14,18.68,1.19,880.25,0.14,44600,46480,58410,45560,47260,61770,34320,45820,53320,43470,43940,66920,52700,68590,48180,64410,60610,73500,46310,46620,56180,41370,59660,67110,66830,53150,33980,34150,38150,49170,33750,47620,51960,39310
2022-10-08,15207.54811,90.01577757,0.7363702,6.108126967,-3.900375815,362.1081315,-3.310012994,4.553193561,-5.614351615,18.33889899,1.034724738,903.0281877,11.20603658,46880,41350,58920,47360,49470,62670,34620,47840,54020,44610,43570,66160,50130,68920,48630,64410,60730,69510,47060,47320,60840,40460,59010,65440,67960,52790,33980,32950,35860,53680,34680,51020,52830,42410
2022-10-09,15195.99872,89.74914879,-1.154515839,6.093531835,-3.927220194,361.3208589,-3.008271803,4.547905503,-8.613362999,18.34147084,0.59365063,938.5056342,13.21369306,51100,45000,59860,48800,47950,63350,37490,49160,54240,45710,43040,64610,48670,68710,51130,65450,63310,65850,46870,48800,58230,40460,59060,68370,68630,54800,36410,33900,37130,51160,33080,53870,52840,43910
2022-10-10,15246,89.84,-1.65,6.784,-3.73,386.5,0.18,4.542631872,-8.021766504,18.61,-0.37,938,6.56,52230,42430,59780,53400,47400,64370,36810,49920,57900,47040,43440,63840,47880,69210,46920,64320,63780,77440,48060,49240,57760,39780,60820,66580,66540,57690,37000,32840,37150,50340,33620,54410,54450,45980
2022-10-11,15343,87.97,-2.08,6.928,2.12,391.15,1.2,3.484,-4.02,18.74,0.7,901,-3.94,52190,39690,58650,53400,44970,64370,35550,52400,57600,48410,43850,63140,47770,69210,48330,65280,64350,79740,49010,45530,52860,39280,61500,65080,68070,57730,35730,32170,38200,48230,33310,54200,53380,45570
2022-10-12,15338.5,86.06,-2.17,6.766,-2.34,403,3.03,3.523,1.12,18.68,-0.32,882.25,-2.08,50610,39690,60800,53670,44630,64440,35250,49620,57420,47780,42680,63610,48080,69060,47540,63110,64880,77440,48210,48150,54910,38240,58080,65080,67050,60800,34390,31600,37270,46080,34350,53420,55500,45340
2022-10-13,15318.59961,87.95,2.2,7.053,4.24,393.5,-2.36,3.53,0.2,18.81,0.7,892.25,1.13,48960,39690,59780,55260,43160,64440,35480,46830,57690,46630,43010,63370,48090,69060,47390,61190,62540,79040,46400,45050,57610,39280,58820,65510,66500,62680,34390,31760,36200,44030,33160,52720,52900,45400
2022-10-14,15364,84.65,-3.75,6.827,-3.2,392.5,-0.25,3.65,3.4,18.84,0.16,859.75,-3.64,47190,39690,55490,53210,43160,62600,35070,43120,56410,45350,42350,63800,47700,69460,48590,60280,67750,78210,44500,43780,53370,38820,55580,65510,67480,60650,34390,31470,37130,46880,34010,51970,51600,41570
2022-10-15,15396.14059,84.78380894,-4.325433394,6.006412799,-21.14746325,414.5443752,-0.615072511,4.516480134,3.672333953,18.36458644,-0.160840973,848.1483498,-4.682463157,46600,39690,53160,50750,45210,61940,32680,41730,55500,44360,40610,65200,46600,68870,49910,60410,64170,74080,44260,44530,54140,40240,56290,65510,68440,59570,35340,31100,36270,44870,34680,50690,50780,40160
2022-10-16,15405.6669,84.21764998,-4.177268197,5.991968253,-22.32650062,415.372067,-0.335124621,4.51129307,3.911057716,18.36971978,-0.233373592,859.248141,-3.951255614,45370,39690,53970,45920,41150,62130,34570,39400,55420,42380,40280,63640,48280,69760,45760,59450,63310,74080,43220,45880,58650,37970,55770,67790,67030,60800,36080,30920,35780,45410,34060,48340,46100,39680
2022-10-17,15420,84.53,-0.14,6.479,-5.1,392.15,-0.09,3.801,4.14,18.77,-0.37,861,0.15,40510,39690,53320,43890,33500,59920,32850,38490,50310,38600,36690,62160,46720,69000,45490,60410,57820,76600,41290,46310,55330,37600,58420,65750,66580,53610,35340,30660,36880,45180,32780,45310,46220,37140
2022-10-18,15441.40039,82.07,-2.91,6.237,-3.74,387.85,-1.1,3.933,3.47,18.67,-0.53,849.5,-1.34,39660,38540,48900,43760,30720,57290,31160,35120,50200,35730,35970,61070,47100,68250,44780,62300,58240,67820,41530,45690,52600,37100,56030,66620,65610,55510,34000,30010,36160,45210,32370,42860,46140,34840
2022-10-19,15466.2002,84.52,2.99,5.928,-4.95,391,0.81,4.021,2.24,18.65,-0.11,841.25,-0.97,39350,37950,49370,41080,29620,56390,31260,34580,48620,33930,35460,62670,47850,68250,46510,63730,56640,70850,38040,46710,56950,36430,55850,63080,64380,56670,32870,30140,36050,44110,31150,43410,43100,34060
2022-10-20,15620,84.51,-0.01,5.838,-1.52,391.95,0.24,3.995,-0.65,18.39,-1.39,849.25,0.95,36800,36330,47060,40060,27930,56390,30800,34970,49030,34250,34090,63320,47420,66460,45110,60630,53430,73970,34770,47330,52680,37640,54700,63230,67650,52410,31470,28370,34540,43820,27100,41880,42240,32240
2022-10-21,15562,83.95,-0.66,5.472,-6.27,390,-0.5,3.979,-0.4,18.38,-0.05,850.75,0.18,35670,36740,45770,35360,26910,49900,30980,33490,47670,33240,34060,62560,47100,65360,41300,60630,53280,75400,35450,47030,47910,35630,54900,67790,63480,51940,31880,27970,33890,42790,27770,42150,41060,31710
2022-10-22,15549.51347,83.99366644,-1.756761276,5.905752727,-14.08452018,391.080001,-0.173696154,4.480473666,-1.431968106,18.40820434,-0.635211071,848.8084801,-0.993577559,33780,34640,48970,36010,26980,54530,28140,32760,46340,33180,32470,62480,46730,65490,43020,62520,49940,70690,35160,48430,51630,33600,55350,66710,63620,48490,30860,27410,34610,43000,25630,39270,40240,31660
2022-10-23,15609.85757,84.45896174,-1.817728078,5.891458765,-9.787637037,390.8200499,-0.189180018,4.475387596,-1.864886318,18.41589918,-0.69662428,843.9183403,-1.773345536,33040,36330,48970,34440,25870,55610,28430,31420,46370,32870,32160,62520,50550,66100,44420,60290,49120,70020,34320,46310,46610,32470,57690,63740,68820,42890,31730,27590,33870,43410,26420,37960,38840,30580
2022-10-24,15626,83.59,-0.43,5.753,5.14,390,0,4.470315953,-1.871403801,18.13,-1.36,838.75,-1.41,32230,34640,45770,34520,28370,52740,29100,31460,45440,33350,32410,62990,44360,65450,46700,58450,48550,71570,32570,44650,56510,29130,55950,62410,63660,45700,32360,26910,33700,41960,27000,37190,39250,29770
2022-10-25,15586.5,84.31,0.86,6.166,7.18,388.15,-0.47,3.964,-0.38,18.11,-0.11,834.75,-0.48,30970,34640,45690,33950,26050,52740,27550,31470,45440,32900,31710,62460,45730,63720,38740,60410,48540,68500,32520,44470,54810,29570,55500,65120,62850,44530,30980,26720,33250,43030,27460,36020,41760,29490
2022-10-26,15549,86.68,2.81,6.119,-0.76,386.5,-0.43,3.904,-1.51,17.86,-1.38,840.5,0.69,31820,34640,45600,31840,26370,49060,28310,31100,43730,32810,31690,61620,44110,63410,47110,61190,48580,61170,31330,46130,46080,29850,54000,62840,62440,45180,28650,26200,32800,43040,27790,33460,42020,29400
2022-10-27,15502.7002,87.83,1.33,5.875,-3.99,385.6,-0.23,3.924,0.51,17.71,-0.84,838.5,-0.24,31390,34640,46250,32930,27570,52060,27570,28990,43810,33120,32110,59830,44870,64020,43340,60490,50590,63590,33290,45000,53520,28590,55990,62220,62440,42710,29190,26430,31640,42200,26160,31670,41140,28010
2022-10-28,15554.2002,86.61,-1.39,5.953,1.33,385.7,0.03,3.826,-2.5,17.58,-0.73,829.25,-1.1,31480,34640,45500,32700,28210,51710,27570,27000,43650,32330,32110,59950,44100,63280,43490,61470,49230,58800,33220,44150,51710,26430,58700,66560,62440,39200,29000,24600,31850,42190,24700,31640,40020,28000
2022-10-29,15561.23754,85.46982012,-3.997645376,5.806146748,27.49771416,382.7870928,-1.378790776,4.445174156,-2.721449994,18.46975271,-0.210168633,834.602548,-2.030995395,29960,34640,45280,33050,28040,52060,25630,29080,43320,32190,32570,60170,46040,62920,42820,63590,46510,58440,34730,45060,38280,27180,57180,65520,62520,38290,29760,24040,32230,43110,24080,31500,38110,27950
2022-10-30,15519.75913,85.45878136,-4.216654558,5.792003371,30.1064643,373.0658395,-3.500573271,4.44018908,-2.043317339,18.48000905,0.378541643,856.2393478,0.699385905,29180,32400,43990,33020,28370,49830,24940,29160,43690,32590,32640,59840,42720,61620,46100,60490,47530,57210,36760,46370,49470,30120,56400,65910,66510,40430,28520,24870,32600,43910,23260,31360,38190,27810
2022-10-31,15549.2002,85.4,-1.4,6.607,10.99,356.3,-7.62,3.858,0.84,17.97,2.22,882.25,6.39,29390,32400,44580,32000,27750,49930,27200,29490,42300,32290,30460,53150,39890,61300,42630,60490,46400,58180,34650,37950,44150,30960,54790,65500,62320,39310,28440,24380,32990,43170,23320,32050,36790,28230
2022-11-01,15649,87.19,2.1,6.08,-7.98,359,0.76,4.048,4.92,18.43,2.56,902.5,2.3,28090,32400,39650,31750,27750,49360,23390,28250,42700,32130,31910,54180,38350,60890,44960,62460,44860,57410,34950,42710,52860,29730,54860,66310,59730,38460,27400,23630,33560,43020,24630,34650,37160,28570
2022-11-02,15690,88.86,1.92,6.589,8.37,361,0.56,4.193,3.58,18.47,0.22,846,-6.26,27970,32400,41350,31880,27090,49360,26000,27760,41620,31700,31070,53860,38140,60890,46820,61160,46980,58460,33880,42510,51950,29380,57570,62630,58310,39250,25420,23640,33100,42220,25300,33960,35810,27410
2022-11-03,15696,87.18,-1.89,6.33,-3.93,351,-2.77,4.153,-0.95,18.47,0,840.5,-0.65,26720,32400,40860,30310,27340,48110,22580,28010,41660,30230,30470,53900,36780,59340,41280,59150,45300,58890,31820,38710,50170,28060,57330,69080,59680,39200,27070,23750,31800,38950,23450,33900,35700,27820
2022-11-04,15780,91.45,4.9,6.754,6.7,349.5,-0.43,4.182,0.7,18.71,1.3,847.75,0.86,30710,32400,39200,30450,26870,48960,22390,26360,39940,29510,29520,53930,37200,58560,40610,64490,47090,54570,30260,37840,52850,27180,55050,61360,60380,38450,27270,22760,31070,37760,23560,33260,36360,27380
2022-11-05,15759.86749,90.48525594,6.339122075,5.707594864,50.07143022,348.3471635,0.15097135,4.410581605,2.185550471,18.54923154,0.609021373,853.932943,2.822200815,31810,31300,37470,30080,24980,49790,22180,26540,41450,28480,28840,54820,35730,58410,41960,62650,45890,57640,30270,40140,50030,25680,56080,69810,59940,35680,26080,23100,31000,38760,23610,32800,35430,28140
2022-11-06,15638.06158,89.96592377,4.917026717,5.693602072,50.72433115,346.6266347,0.317796317,4.405697522,2.937818472,18.56204938,0.50031229,854.5550425,2.219224596,31900,32270,37060,30250,24980,49790,20330,27430,39630,28280,28540,55110,35110,58770,40570,62650,46330,58040,29890,40930,47400,27470,52950,59920,59980,34980,25300,22410,32920,40000,23510,32340,34970,28520
2022-11-07,15609.5,90.73,-0.79,7.244,7.25,344.9,-1.32,4.26,1.87,18.68,-0.16,845.75,-0.24,32270,31850,33620,29960,23510,48960,22420,26210,37760,27240,28770,54740,34710,59210,37710,60510,44660,58590,31060,40950,47790,26970,55470,60830,61570,34660,26080,22440,32570,38830,22550,31410,34110,27350
2022-11-08,15675,88,-3.01,6.524,-9.94,339,-1.71,4.254,-0.14,19,1.71,827.75,-2.13,31850,31850,33620,29500,20930,47880,21510,25850,37850,27460,27340,53340,35510,57680,40750,59370,44480,56010,31680,43790,48200,26970,53420,68600,60320,36100,23810,22340,32040,38380,22550,31370,34260,27520
2022-11-09,15645,85,-3.41,6.225,-4.58,324.75,-4.2,4.145,-2.56,19.38,2,806.5,-2.57,29700,32490,34020,29580,23390,47660,22390,25300,36290,26160,27260,54280,33910,57680,38860,59370,43820,60080,31120,42020,45020,27260,53670,59980,63200,37110,24430,22490,32070,37090,23620,30640,32780,26160
2022-11-10,15671.5,85.66,0.78,6.613,6.23,324.25,-0.15,4.109,-0.87,19.41,0.15,803.5,-0.37,29120,35000,35280,29580,25020,47660,22730,25160,36150,25600,26840,54390,33910,59550,40730,58130,44790,55620,31260,41220,45070,27400,54940,59250,60600,35940,24430,22390,29660,36740,23160,30980,33440,26340
2022-11-11,15500,88.16,2.92,6.263,-5.29,326.8,0.79,4.187,1.9,19.64,1.18,813.75,1.28,29090,32490,33350,29920,26310,45450,23920,25610,36330,26380,26460,54180,34940,57950,45890,57200,43940,56070,31420,37800,49980,28530,54830,63890,58590,35780,24430,22060,31950,36640,22210,30370,33340,25580
