Date,MYRUSD Close,SGDUSD Close,THBUSD Close,USDIDR Close,Harga Bahan Pangan Bawang Merah,Harga Bahan Pangan Bawang Putih Bonggol,Harga Bahan Pangan Beras Medium,Harga Bahan Pangan Beras Premium,Harga Bahan Pangan Cabai Merah Keriting,Harga Bahan Pangan Cabai Rawit Merah,Harga Bahan Pangan Daging Ayam Ras,Harga Bahan Pangan Daging Sapi Murni,Harga Bahan Pangan Gula Konsumsi,Harga Bahan Pangan Minyak Goreng Curah,Harga Bahan Pangan Minyak Goreng Kemasan Sederhana,Harga Bahan Pangan Telur Ayam Ras,Harga Bahan Pangan Tepung Terigu (cerah)
17/08/2022,0.224014327,0.725373566,0.028270148,14747.09961,34240,24120,9880,11250,66280,54770,35900,137070,13930,13220,16980,28990,10680
18/08/2022,0.223939091,0.723903298,0.028184893,14764.09961,32300,23560,9840,11220,72920,59890,36250,138080,13870,12550,16620,29860,10590
19/08/2022,0.22361359,0.721761107,0.028066235,14845.7002,33950,23700,9960,11340,74760,56020,36630,138080,13870,12480,16550,30350,10590
20/08/2022,,,,,33950,23980,9960,11340,74490,55440,36900,137450,13810,12480,16680,30230,10590
21/08/2022,,,,,33950,23980,9960,11340,73900,58560,36780,138080,13810,12480,16680,30110,10590
22/08/2022,0.223513633,0.718339205,0.027944669,14831,35040,23430,10100,11540,70990,49190,37170,137810,13930,12560,16790,30700,10680
23/08/2022,0.223089784,0.715819657,0.027685493,14933.5,33050,23980,10150,11340,65720,52380,36250,138080,13810,12550,16550,30350,10590
24/08/2022,0.222702265,0.718055487,0.027743101,14850,31180,23600,10090,11280,63390,48600,36630,138080,13940,13680,16550,30730,10720
25/08/2022,0.222890899,0.717566013,0.027733866,14845,32130,23780,10090,11280,61570,50160,36620,138080,13940,12550,16550,30590,10590
26/08/2022,0.223713651,0.719838798,0.02792516,14773,34410,24800,10090,11280,62080,50760,36490,138080,13940,12550,16650,30470,10590
27/08/2022,,,,,33070,23750,10260,11480,63310,48080,36750,137810,13930,12560,16900,31130,10400
28/08/2022,,,,,31420,24520,9970,11180,61030,50030,36430,139270,13930,12490,16400,30540,10260
29/08/2022,0.223964155,0.71568644,0.027555799,14811,30800,23900,10220,11280,64860,51950,36900,138080,13810,12550,16510,30730,10350
30/08/2022,0.223239213,0.716722608,0.027533039,14895,32120,23920,10160,11280,62580,52910,36520,138080,13940,12490,16510,30730,10350
31/08/2022,0.223513633,0.715512276,0.027443124,14850,32100,23750,10160,11280,63210,51720,36650,138080,13940,12490,16410,29980,10350
01/09/2022,0.223538622,0.714985371,0.02730599,14855,32240,22530,10160,11280,68580,54180,35940,138080,13940,12480,16550,30230,10350
02/09/2022,0.223289058,0.713500857,0.027197562,14902.09961,31630,24390,10260,11480,69990,52100,36120,137810,13930,12480,16470,29700,10400
03/09/2022,,,,,32130,24070,10160,11280,69790,53950,36250,138080,13810,12420,16410,29860,10350
04/09/2022,,,,,32510,23490,10160,11280,74130,54600,36120,138080,13810,12420,16410,29860,10350
05/09/2022,0.223139569,0.712605953,0.027225701,14890,33300,23490,10160,11280,75210,58010,35180,138080,13810,12420,16550,29220,10480
06/09/2022,0.222727075,0.713200629,0.027367268,14882.2998,33570,23620,10160,11280,77640,61410,36250,139910,13620,12420,16650,28980,10640
07/09/2022,0.222321019,0.710762382,0.027256869,14904,33530,23730,10250,11280,79720,60390,37410,139280,13740,12490,16410,29090,10540
08/09/2022,0.222271606,0.711698174,0.027382256,14865.2998,33280,23360,10230,11320,81150,60360,36720,138080,13870,12490,16270,28730,10500
09/09/2022,0.222518921,0.712326825,0.027464982,14892.2998,32920,23380,9970,11180,79140,58010,35870,138280,13830,11900,15790,28650,10680
10/09/2022,,,,,34320,23140,10410,11560,80070,59410,36590,137810,14000,12560,16620,28280,10810
11/09/2022,,,,,33020,23360,10160,11350,74560,57260,35690,138080,13870,12420,16270,28490,10560
12/09/2022,0.222444668,0.715307593,0.027495189,14823,33020,23590,10230,11350,72230,58270,35300,138080,13870,13020,16270,27990,10560
13/09/2022,0.222172856,0.716691732,0.027572514,14858.7002,32830,24210,10190,11350,71610,62080,35420,136810,13870,12490,16270,27740,10830
14/09/2022,0.222098827,0.711439967,0.027322406,14954.90039,32910,23480,10210,11310,72150,64620,35420,138080,13810,12350,16270,27620,10700
15/09/2022,0.221018896,0.711541176,0.027300026,14915,32020,23360,10240,11350,68370,64130,34450,136810,13870,12490,16270,27620,10460
16/09/2022,0.220628798,0.709622502,0.027070927,14933.59961,31790,23480,10230,11350,67780,63390,34170,136810,13870,12550,16390,27550,10580
17/09/2022,,,,,31790,23480,10230,11350,67160,63560,34030,136810,13870,13200,16390,27370,10580
18/09/2022,,,,,31790,23480,10230,11350,67940,67380,34050,136810,13870,13020,16390,27310,10720
19/09/2022,0.220628798,0.711439967,0.027173914,14946,32020,23480,10230,11350,65290,66200,34050,136810,13870,12490,16390,27240,10720
20/09/2022,0.21990104,0.71051991,0.027100271,14985.7998,31650,23150,10250,11350,66120,71890,35250,136810,13740,13090,16390,26850,10720
21/09/2022,0.219490767,0.7091344,0.027041644,15008.59961,32020,23120,10230,11350,66130,69220,35120,136810,13870,12350,16390,26730,10720
22/09/2022,0.219780207,0.705019712,0.026874498,15019,32040,23360,10250,11350,63560,63940,34320,137430,13870,12350,16390,26370,10780
23/09/2022,0.219058052,0.705248475,0.026759433,15026.59961,32040,23420,10250,11350,59610,64220,34320,136810,13870,12880,16390,25730,10720
24/09/2022,,,,,31510,23210,10120,11260,59950,65530,34230,137810,13850,12860,16110,25560,10610
25/09/2022,,,,,32040,23760,10230,11350,61130,64860,34190,136810,13870,12880,16390,25740,10720
26/09/2022,0.21853146,0.699261546,0.026609898,15031,30920,23070,10120,11260,57220,67660,34390,137810,13850,12260,15980,24840,10610
27/09/2022,0.218483716,0.696252763,0.026351154,15204,31930,23640,10230,11350,59380,65140,34570,137430,13740,12240,15850,24730,10720
28/09/2022,0.216990337,0.695081592,0.026336581,15167.2002,32070,23870,10230,11350,61110,62150,34600,137430,13870,12880,15850,24730,11180
29/09/2022,0.216076076,0.696165502,0.026378265,15175.2998,32350,23270,10410,11560,55620,64820,34990,137070,14000,13010,16140,24130,10830
30/09/2022,0.2159594,0.698689997,0.026411707,15175.2002,32300,23360,10230,11350,56150,62810,34600,136810,13870,12350,15850,24240,11180
01/10/2022,,,,,32300,23240,10230,11350,57390,59930,34600,137430,13870,12880,15850,24340,10720
02/10/2022,,,,,32790,23140,10410,11560,59200,61570,34850,136360,14000,12400,16140,23990,11240
03/10/2022,0.215773001,0.696621358,0.026438938,15221,32140,23360,10230,11290,54380,63440,34480,136810,13870,12300,15850,24360,10590
04/10/2022,0.21526207,0.699007392,0.026457826,15290,32390,23640,10260,11350,54110,60240,34480,137430,13870,12490,15850,24370,10590
05/10/2022,0.215633437,0.702824652,0.02673368,15180,33000,23380,10230,11350,52850,58900,34200,136810,13870,12230,16000,24240,10590
06/10/2022,0.216029376,0.703037143,0.026709402,15206.7002,33970,23760,10230,11350,53590,57780,33930,136810,13870,12230,16000,23800,10590
07/10/2022,0.215749726,0.699790061,0.026789542,15215.7998,33570,23930,10120,11260,58410,55530,34350,136360,13850,12220,16310,23710,10610
08/10/2022,,,,,33970,23200,10400,11570,58920,57960,34230,136580,14000,11860,15640,23990,10720
09/10/2022,,,,,34660,24240,10320,11490,59860,57830,35700,135760,13830,12260,16730,23490,10720
10/10/2022,0.215169445,0.697204232,0.02660282,15246,33010,23640,10230,11350,59780,57690,33930,136810,13740,12230,16000,24480,10420
11/10/2022,0.215146303,0.695840955,0.026322715,15343,33300,23800,10230,11350,58650,57280,34320,136810,13740,12900,16000,25370,10480
12/10/2022,0.21408692,0.695129931,0.026253609,15338.5,33530,23700,10230,11350,60800,56770,34320,136810,13740,12380,16000,25620,10480
13/10/2022,0.213675216,0.697004974,0.026392188,15318.59961,31320,22990,10230,11350,59780,57850,34050,136810,13740,12430,16000,25740,10480
14/10/2022,0.213219613,0.698792458,0.026301946,15364,33030,23440,10230,11350,55490,54180,34600,136810,13740,12490,16000,25740,10540
15/10/2022,,,,,34200,23360,10260,11480,53160,52060,34230,137070,13710,12500,16000,25850,10550
16/10/2022,,,,,33650,23440,10160,11350,53970,52990,34320,136810,13680,13090,15950,25740,10480
17/10/2022,0.212788597,0.701562405,0.026123302,15420,33180,23800,10160,11350,53320,52690,34320,136810,13680,12620,15950,25860,10480
18/10/2022,0.212111577,0.70377928,0.026260503,15441.40039,32810,22420,10160,11350,48900,51430,34190,136810,13750,12620,15950,26310,10480
19/10/2022,0.212089077,0.704289794,0.026267402,15466.2002,32660,23500,10160,11350,49370,50510,34320,136810,13750,12620,15950,26300,10480
20/10/2022,0.211954221,0.70136559,0.026109662,15620,32810,23500,9970,11350,47060,47950,34050,136810,13750,13460,16220,25820,10240
21/10/2022,0.211550653,0.701828241,0.02617801,15562,32690,23510,10040,11230,45770,46880,34050,136810,13620,13040,16220,26300,10240
22/10/2022,,,,,33200,23270,10100,11230,48970,47740,34050,136810,13750,13040,15410,26240,10240
23/10/2022,,,,,32930,23800,10040,11230,48970,48840,34050,136810,13750,13580,16220,26180,10240
24/10/2022,0.211170956,0.705865741,0.02628121,15626,32930,23900,10040,11230,45770,45200,34430,136810,13750,12850,15950,26550,10240
25/10/2022,0.211170956,0.703690171,0.026171161,15586.5,32190,23900,10100,11230,45690,42720,34710,136810,13490,12920,15950,26420,10240
26/10/2022,0.211304799,0.705835879,0.026350461,15549,32930,24160,10140,11280,45600,44140,34710,136810,13750,12980,15950,26490,10240
27/10/2022,0.212269157,0.712550163,0.026525198,15502.7002,32190,23620,10140,11280,46250,43630,34710,136810,13750,12920,15950,26240,10360
28/10/2022,0.212179095,0.709395945,0.026462026,15554.2002,33180,23620,10140,11280,45500,43440,34710,136810,13750,13590,15800,26240,10240
29/10/2022,,,,,33180,23620,10140,11280,45280,42360,34710,136810,13750,12920,15950,25390,10360
30/10/2022,,,,,32510,23560,10260,11480,43990,42570,34670,136360,13860,12910,16250,25990,10420
31/10/2022,0.211864412,0.708300591,0.026407521,15549.2002,32880,23900,10140,11280,44580,43070,35980,136810,13750,12790,15800,26110,10360
01/11/2022,0.211864412,0.706673861,0.026274303,15649,34270,23700,10220,11480,39650,39790,34620,136580,13830,12910,15470,25990,10490
02/11/2022,0.211237848,0.70691359,0.026520275,15690,33800,23640,10100,11280,41350,40430,34900,136810,13750,12980,15950,26110,10360
03/11/2022,0.211148649,0.705268383,0.026431952,15696,32560,23640,10140,11280,40860,39320,34900,136810,13750,12980,15950,26110,10360
04/11/2022,0.210881487,0.703323901,0.02630748,15780,33930,24940,10220,11480,39200,38340,34620,136580,13830,12910,15570,25990,10490
05/11/2022,,,,,32530,23080,10090,11190,37470,39560,34380,137810,13710,12980,14980,26560,10420
06/11/2022,,,,,33070,23700,10220,11480,37060,38210,34620,136580,13830,12910,14770,26150,10490
07/11/2022,0.210725948,0.710116267,0.026714398,15609.5,31270,23360,10120,11280,33620,37340,34900,136810,13750,13110,15330,26120,10360
08/11/2022,0.210725948,0.71359247,0.026809651,15675,33250,23360,10120,11280,33620,34730,34900,133980,13750,13230,15330,26120,10490
09/11/2022,0.211237848,0.715333164,0.027092928,15645,33010,23360,10120,11280,34020,36630,35600,136810,13870,13700,15330,26240,10360
10/11/2022,0.213242352,0.713572145,0.02712968,15671.5,33790,24420,10260,11480,35280,36510,35340,136360,13860,13280,15530,26280,10420
11/11/2022,0.212856531,0.722825348,0.027654868,15500,32120,22740,10120,11280,33350,35600,34900,136810,13750,13110,15330,26500,10360
12/11/2022,,,,,33070,23740,10310,11560,34990,35710,35930,135760,13830,13240,15800,26660,10490
13/11/2022,,,,,32320,23680,10120,11280,34220,36890,34620,136810,13750,13560,15330,26860,10360
14/11/2022,0.216216221,0.727563798,0.027763894,15473.90039,31410,23880,10120,11280,32370,33470,34340,136810,13750,13110,15330,26300,10360
15/11/2022,0.217746317,0.728411734,0.028023766,15530.09961,31160,22780,10120,11280,33400,34160,34480,133980,13750,13110,15330,27370,10360
16/11/2022,0.219178081,0.72982043,0.028134936,15557,30760,22440,10080,11300,33210,37420,34060,132830,13660,12830,14770,27160,10490
17/11/2022,0.220143095,0.729943037,0.027931402,15655,31490,23060,10120,11280,33000,37420,34480,136810,13620,13170,15330,27240,10360
18/11/2022,0.219717443,0.727235734,0.027901785,15720,32070,22930,10070,11320,33710,37050,34620,137450,13830,12880,15800,27320,10490
19/11/2022,,,,,30890,23330,10120,11280,32370,37800,34900,136810,13750,13300,15330,27240,10360
20/11/2022,,,,,31730,23350,10260,11480,31860,36870,35010,136360,13860,13560,15530,27130,10420
21/11/2022,0.219717443,0.727267444,0.027968116,15629.40039,30360,23310,10100,11280,33560,39340,34900,136810,13680,13740,16110,27500,10360
22/11/2022,0.218507603,0.723955691,0.027555799,15755,30510,23830,10100,11280,33650,38440,34900,136810,13810,13930,15610,27610,10360
23/11/2022,0.218938142,0.725721002,0.027708506,15671,29910,23690,9970,11190,32140,37780,34230,137810,13930,13920,15860,27710,10280
24/11/2022,0.218722656,0.726575196,0.027793219,15619.59961,30740,23370,10040,11250,32650,38500,34230,137070,13780,13780,15240,27630,10420
25/11/2022,0.222593218,0.727029502,0.027948575,15605,30740,22760,10160,11330,32350,37320,33910,136360,13780,13780,15100,28050,10420
26/11/2022,,,,,30740,22760,10050,11190,33590,38360,33750,137090,13780,14140,15570,28630,10280
27/11/2022,,,,,32030,24660,10260,11410,31670,36750,35170,136360,13780,14910,16000,28770,10420
28/11/2022,0.223338917,0.725310385,0.027811769,15675.09961,32060,23450,10230,11420,33000,37880,34620,135550,13810,13990,16000,29430,10360
29/11/2022,0.223463699,0.725136876,0.02794545,15746,31430,23070,10270,11420,33600,38470,34470,136190,13870,14120,16000,29050,10360
30/11/2022,0.22191155,0.727092922,0.028235029,15726.5,32300,23640,10290,11350,33380,39750,35300,136190,13610,13990,16000,29860,10360
01/12/2022,0.223448709,0.735672772,0.0285144,15634.5,32300,23640,10270,11350,34030,42420,34900,136810,13870,14660,16000,29740,10360
02/12/2022,0.22714366,0.738989115,0.028743891,15355.5,32780,23890,10310,11480,34730,45010,35180,136360,14000,14140,16000,29850,10420
03/12/2022,,,,,32420,23740,10270,11350,34000,42800,34760,136810,13740,13990,16000,29740,10360
04/12/2022,,,,,32300,23530,10270,11350,35680,42680,35160,137990,13870,13990,16000,30170,10360
05/12/2022,0.22802417,0.740559697,0.028843382,15421,32560,23560,10240,11350,36990,46650,34620,137370,13870,13930,15870,30670,10360
06/12/2022,0.22904259,0.737408757,0.028538812,15520.2998,32360,23870,10240,11260,36940,49840,33760,137710,13850,13990,15580,30700,10280
07/12/2022,0.22766079,0.735992193,0.028541258,15623,32420,23900,10390,11480,35860,51900,34480,136720,13750,13930,16000,30480,10360
08/12/2022,0.227531284,0.737914801,0.028653294,15596,32420,24560,10350,11480,36150,51340,34480,136720,13810,13930,16000,30870,10360
09/12/2022,0.227505401,0.739262223,0.028793551,15590,32060,24160,10310,11410,36520,48980,33910,138450,13780,13920,15730,30850,10280
10/12/2022,,,,,32770,24190,10360,11560,36590,49760,35540,137330,13920,14000,16530,30490,10490
11/12/2022,,,,,31910,23660,10380,11470,36060,49020,34230,138420,13780,13850,15530,30850,10420
12/12/2022,0.227221087,0.738705218,0.028811801,15582,32400,24320,10390,11480,37400,49110,34760,137370,13870,14120,16130,30730,10360
13/12/2022,0.226526216,0.738317966,0.028702641,15676.2998,32930,24320,10390,11480,36540,50580,35040,137370,13870,14440,15890,30480,10360
14/12/2022,0.225937635,0.742506266,0.028910089,15554.7002,33050,25140,10450,11530,36790,51670,34890,137990,13680,14230,16130,30610,10360
15/12/2022,0.227894261,0.742043436,0.028968714,15481,33100,24830,10450,11530,36730,51950,35040,137990,13810,14230,16200,30480,10360
16/12/2022,0.226551875,0.735067129,0.028503021,15626,33200,24890,10590,11690,37580,50760,35190,136360,13780,14130,16220,30270,10420
17/12/2022,,,,,33730,24410,10230,11470,37040,51460,35340,137710,13640,14000,16450,30120,10420
18/12/2022,,,,,33890,24480,10450,11530,37340,50980,35040,137990,13750,14110,16200,30090,10360
19/12/2022,0.226142019,0.735938072,0.028719127,15615.90039,33050,25230,10450,11530,36500,49890,35940,137370,13870,14110,15730,29550,10360
20/12/2022,0.226090893,0.737305462,0.028702641,15567.5,32190,24520,10570,11590,34400,49000,36370,137990,13810,14000,15920,29790,10360
21/12/2022,0.225682676,0.740148664,0.028851703,15556,32650,25740,10740,11760,35400,48930,35980,136360,13860,14060,16070,29410,10420
22/12/2022,0.225529999,0.740356863,0.028860027,15513,32300,24940,10570,11590,34210,47440,36120,137990,13870,14050,15860,29360,10360
23/12/2022,0.226142019,0.739973366,0.028710879,15563,32680,25310,10600,11590,36150,46280,36120,139280,13870,14000,16070,29610,10360
24/12/2022,,,,,32560,25570,10600,11590,35810,48130,36260,138640,13680,14180,16070,29490,10360
25/12/2022,,,,,32300,25310,10600,11590,35810,48820,36260,139280,13810,14180,16070,29490,10360
26/12/2022,0.226116449,0.739809155,0.028894218,15565.90039,33090,25550,10600,11590,36760,51830,36630,138640,13680,14120,16000,28990,10360
27/12/2022,0.226116449,0.742500782,0.028851703,15607,33090,25550,10600,11530,37120,54400,36220,138640,13810,14050,15940,28990,10360
28/12/2022,0.226244345,0.742059946,0.028885039,15617.5,34070,25550,10600,11630,38520,55150,36220,138640,13810,14050,15870,28860,10360
29/12/2022,0.226244345,0.741158009,0.028818443,15789,34090,26200,10600,11620,38900,57490,36640,138640,13810,14250,16000,28740,10360
30/12/2022,0.226244345,0.744313419,0.028918449,15620,33680,25640,10610,11680,38680,58220,36170,139900,13780,14510,15000,28350,10420
31/12/2022,,,,,34220,25680,10600,11620,41790,66490,36700,138640,13810,14180,16000,28430,10360
01/01/2023,,,,,34960,26540,10690,11720,39450,63760,37930,137260,13920,14240,16350,28080,10490
02/01/2023,0.22714366,0.74776423,0.029033475,15508.7998,35910,24860,10690,11720,44590,71030,35930,135760,13740,13990,16440,28410,10490
03/01/2023,0.22714366,0.745600939,0.02899391,15550,36040,25830,10730,11660,45060,78720,36350,136810,13810,13930,15870,27990,10240
04/01/2023,0.227092087,0.743306518,0.029086677,15571.7998,36210,26500,10910,11840,43710,72570,35710,137070,13780,13990,15540,28560,10420
05/01/2023,0.227169469,0.745467603,0.029508971,15560,35960,26070,10800,11790,44600,69510,36060,137990,13810,14050,16130,28240,10360
06/01/2023,0.228050157,0.743207097,0.029377202,15620,36360,26210,11040,12040,48530,70490,36220,137810,13930,14060,16220,28410,10280
07/01/2023,,,,,36210,26640,10890,11890,45450,73340,36080,136360,13780,13840,16290,28270,10420
08/01/2023,,,,,36210,25540,11000,11960,44020,72000,35400,137810,13780,14280,15060,28140,10420
09/01/2023,0.227221087,0.749743223,0.029737126,15602.2998,36340,24670,10710,11720,45590,66930,34630,137810,14140,14130,15800,27710,10420
10/01/2023,0.228675961,0.751653671,0.029924888,15580,36180,25520,10970,11980,47740,65420,35010,136810,14240,14230,16060,27990,10360
11/01/2023,0.22883296,0.750948071,0.029895365,15528.90039,34870,25410,10970,11840,47250,64730,35140,136810,14120,14110,16060,27990,10490
12/01/2023,0.228885338,0.7518062,0.029974222,15414,35230,25540,10970,11980,45190,60950,35140,136810,14120,14180,16060,27870,10490
13/01/2023,0.229515731,0.756160855,0.030209653,15172,34870,25410,10950,11970,43860,62300,35010,136810,14120,14420,16060,27990,10360
14/01/2023,,,,,34870,25520,10970,11970,42060,60360,35010,136810,14120,14920,15330,27930,10490
15/01/2023,,,,,35990,25410,10970,11970,44630,61630,35150,136810,14120,14180,16060,27750,10490
16/01/2023,0.230813622,0.75763315,0.030417327,15114.7998,35450,24550,10970,11970,44080,59400,35420,137450,14000,14250,15700,27680,10360
17/01/2023,0.231830299,0.757581472,0.030284675,15082,37720,25650,11030,11970,43560,57260,35420,138080,14000,14170,16130,27800,10360
18/01/2023,0.231267348,0.75763315,0.030303031,15162,37670,25990,10970,11970,43910,56740,35160,138080,14000,14300,16130,27680,10360
19/01/2023,0.231964752,0.757506907,0.030303031,15096,37040,25760,10970,11970,40970,54830,34870,138080,14000,14110,16060,26980,10360
20/01/2023,0.232234076,0.756944954,0.030413624,15141,39170,24170,10970,11970,40870,58310,35010,138080,14000,14310,16060,27680,10360
21/01/2023,,,,,40120,26890,10950,12050,40830,57370,35930,137450,14160,14070,16340,27240,10320
22/01/2023,,,,,37230,25310,10960,11970,40830,56260,35010,138080,14120,14170,16060,27430,10360
23/01/2023,0.233481199,0.758345604,0.030568887,15055.90039,38950,25500,10950,11840,41100,58550,35010,138080,14120,14240,16060,27430,10360
24/01/2023,0.233535722,0.75855267,0.030571692,15007,39830,25760,10960,11970,43330,60430,35300,138080,14120,14240,16200,27430,10360
25/01/2023,0.233535722,0.757707775,0.030515715,14955.5,40770,27380,10960,11970,43340,60920,35300,138080,14120,14480,16270,27430,10360
26/01/2023,0.233481199,0.762322962,0.030552076,14938.7002,40060,25050,10960,11970,44630,58660,35300,139280,14120,14240,16000,27430,10360
27/01/2023,0.235682294,0.76271832,0.030506408,14942.5,40370,25260,10960,12040,43950,57530,35790,137810,14140,14280,16300,27350,10280
28/01/2023,,,,,40140,25230,10960,11970,42920,59900,35300,136810,14120,14480,16200,27430,10360
29/01/2023,,,,,41960,25830,10870,11970,44100,60550,35010,136810,14120,14300,15900,27310,10360
30/01/2023,0.235765651,0.762148619,0.030520372,14970.40039,39860,25840,10510,11970,42930,57830,35010,136810,14120,14300,16270,27430,10360
31/01/2023,0.235765651,0.760919154,0.030525032,14995,43550,27010,10510,11970,42990,57850,34730,136810,14120,14300,16270,27430,10360
01/02/2023,0.234560087,0.761092961,0.030427504,14990.7002,45160,27800,10570,11980,39900,57030,35010,136810,14120,14420,16270,27430,10360
02/02/2023,0.23454906,0.766183674,0.030560479,14855,44990,26340,10570,11970,43630,57720,35710,136810,14180,14300,16330,27370,10360
03/02/2023,0.235682294,0.763050079,0.030257186,14881,45590,26570,11030,11960,43860,55860,34730,136160,14180,14540,15660,27370,10360
04/02/2023,,,,,45820,26570,11000,12020,43260,56600,34730,136160,14180,14540,16260,27370,10360
05/02/2023,,,,,45220,26340,11060,12020,43310,55040,35010,136160,14120,14540,16400,27430,10360
06/02/2023,0.234990016,0.754830897,0.02982315,15078.7998,45460,26570,11220,12210,44330,60340,35600,136810,14120,14540,17590,27370,10360
07/02/2023,0.23460412,0.753465891,0.029629629,15200,46620,26670,11100,12150,46660,63030,35290,136810,14120,14540,16330,27300,10360
08/02/2023,0.23250407,0.755743682,0.0298454,15147,44860,27050,11310,12210,46680,60130,35560,136810,14180,14540,16660,27240,10420
09/02/2023,0.232693419,0.754227459,0.029864118,15117,43500,27440,11350,12280,46070,60220,35560,136810,14120,14970,16660,27240,10360
10/02/2023,0.231910959,0.75450629,0.029797377,15140,42990,28040,11190,12030,45870,60880,35420,136810,14000,14610,16590,27240,10360
11/02/2023,,,,,42480,26820,11370,12210,44790,60340,35420,136810,14120,14540,16330,27240,10360
12/02/2023,,,,,42990,27200,11250,12220,44860,61060,35950,136810,14180,14540,16590,27370,10360
13/02/2023,0.230946884,0.752100229,0.030004801,15182.2002,39450,26820,11370,12280,44670,62350,35420,136810,14180,14540,16530,27240,10360
14/02/2023,0.229357794,0.752989352,0.029594554,15211,37400,27180,11440,12410,45700,64900,35720,135550,14240,14470,16260,27240,10360
15/02/2023,0.230043709,0.752751291,0.0295421,15179,38190,26700,11440,12350,44860,63330,35720,136810,14120,13890,15720,27370,10360
16/02/2023,0.227790445,0.748800099,0.029189412,15210,36150,26820,11440,12350,48800,69130,35720,135550,14120,14350,16400,26860,10360
17/02/2023,0.227195263,0.74793756,0.029069766,15142,36020,26820,11420,12360,52250,71110,35580,135550,14180,14470,16400,28040,10360
18/02/2023,,,,,36320,26690,11440,12390,49730,70540,35580,135550,14180,14230,16400,26990,10360
19/02/2023,,,,,35620,26820,11420,12390,50220,69560,35710,135550,14120,14170,16270,26990,10360
20/02/2023,0.225759104,0.747926354,0.029055409,15159,34240,27310,11350,12280,51740,70480,35420,135550,14120,13410,16130,26740,10360
21/02/2023,0.225835592,0.748536587,0.029081602,15162.5,33940,26440,11340,12320,49030,68470,35420,135550,14180,14040,16270,26740,10360
22/02/2023,0.225733638,0.746140599,0.028860027,15233,36150,27840,11420,12360,50300,71790,35420,135550,14120,14100,16130,26990,10360
23/02/2023,0.225275964,0.746157348,0.028860027,15192,34750,28140,11250,12250,50650,70520,35300,135550,14120,14040,16130,26490,10240
24/02/2023,0.225657225,0.744695961,0.02880848,15210,35270,28230,11310,12430,48330,68530,35300,135550,14120,13980,16020,26490,10240
25/02/2023,,,,,34750,28230,11190,12240,48720,69910,35300,135550,14120,13910,16270,26490,10240
26/02/2023,,,,,34750,28510,11250,12190,48720,67270,35300,135550,14120,13910,16130,26490,10240
27/02/2023,0.225580871,0.740965784,0.028621312,15257.7002,34470,29250,11290,12190,45370,66600,35300,136810,14180,13970,16270,26610,10240
28/02/2023,0.223563597,0.742666125,0.028579593,15209,33810,29010,11100,12190,44440,67890,35560,136810,14240,14030,16130,26610,10810
01/03/2023,0.222965434,0.741658211,0.028400216,15240,33810,29120,11220,12190,44440,67140,35560,136810,14240,13970,16130,26300,10240
02/03/2023,0.223713651,0.745200872,0.028828414,15243,34530,28730,11160,12390,40770,66740,35560,135550,14240,13910,15890,27610,10350
03/03/2023,0.223563597,0.74220866,0.028719127,15322,34000,28290,11110,12310,41400,66230,34670,135620,14140,13980,15400,26480,10400
04/03/2023,,,,,34470,28840,11450,12080,40630,70810,35170,135550,14120,14100,15890,26300,10350
05/03/2023,,,,,34470,28270,11290,12460,42780,72680,35170,135550,14120,14040,16010,26600,10350
06/03/2023,0.223538622,0.743400455,0.028957808,15255.09961,35270,29270,11230,12460,42220,71700,35030,135550,14120,14640,16010,26490,10350
07/03/2023,0.223538622,0.743417025,0.029041909,15352,36190,29670,11250,12390,40640,77850,34750,136810,14180,14100,16010,26490,10350
08/03/2023,0.22343871,0.738301635,0.028527414,15437,35790,31900,11160,12390,42250,79090,34750,136810,14120,14570,15960,26560,10350
09/03/2023,0.2211411,0.738989115,0.02853637,15450,35590,29650,11230,12460,44350,79800,34750,136810,14120,13850,15410,26750,10350
10/03/2023,0.221287891,0.738978148,0.028571429,15489,35590,30490,11160,12390,42780,79000,34890,136810,14120,14140,15410,27000,10350
11/03/2023,,,,,34100,31710,11220,12390,46780,72550,34890,136810,14120,13970,15520,27240,10350
12/03/2023,,,,,35070,30550,11230,12460,42160,75940,35150,136160,14120,14090,15180,27230,10350
13/03/2023,0.221385866,0.742181122,0.028914269,15472.59961,35590,31100,11160,12520,43230,78040,34930,137430,14120,13850,15240,28390,10480
14/03/2023,0.222504064,0.742500782,0.028968714,15409,35070,31620,11030,12070,41540,76790,36630,134200,14120,13850,15360,27990,10120
15/03/2023,0.223114684,0.743450165,0.028950263,15372,34140,31350,11160,12220,40510,75520,36090,135550,14120,13970,15360,28040,10120
16/03/2023,0.223149538,0.740186989,0.028935185,15479,35390,30810,11160,12220,40510,77420,36100,135550,14120,13730,15480,28350,10120
17/03/2023,0.222222224,0.742958605,0.029044438,15422,34800,31370,11290,12530,42960,80000,35980,136810,14120,13970,15240,28980,10120
18/03/2023,,,,,34410,31370,11230,12530,42960,79320,36100,136810,14120,13610,15220,29230,10120
19/03/2023,,,,,34410,31370,11290,12530,43410,80610,35980,136810,14120,13910,15480,29230,10120
20/03/2023,0.223064914,0.746034801,0.029361678,15368.5,34800,31620,11290,12530,43130,82430,36100,138710,14120,13730,15480,29360,10120
21/03/2023,0.223040029,0.747831285,0.029380657,15340,35500,30430,11290,12410,39920,81840,35990,138620,14120,13610,15840,29480,10120
